sg_uf;nm_municipio;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
RJ;MAGÉ;13;Vereador;45321;DARKE BAPTISTA DOS SANTOS JUNIOR;DARKE JR;PSDB;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021162;;1699;;763;
RJ;MAGÉ;13;Vereador;70778;FELIPE ALVES PIRES;FELIPE DA GRAFICA;PT do B;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014815;;1699;;753;
RJ;MAGÉ;13;Vereador;27890;LELANDO BEZERRA DA SILVA;LELANDO;PSDC;PSDC;1;Não Eleito;2013-01-31 14:41:41;58491;190000010902;;1699;;726;
RJ;MAGÉ;13;Vereador;70567;CLEVERSOM VIDAL RIBEIRO;CLEVINHO VIDAL;PT do B;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014811;;1699;;707;
RJ;MAGÉ;13;Vereador;45777;DEOLINDO CORREA NETO;TININHO;PSDB;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021163;;1699;;689;
RJ;MAGÉ;13;Vereador;40633;CARLOS HENRIQUE RIOS LEMOS;BONECO;PSB;PSB;1;Suplente;2013-01-31 14:41:41;58491;190000016469;;1699;;687;
RJ;MAGÉ;13;Vereador;36647;HELDER GIL MOTTA;HELDER MOTTA;PTC;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000026834;;1699;;685;
RJ;MAGÉ;13;Vereador;15677;ADRIANA HOLANDA DE SOUZA;ADRIANA HOLANDA;PMDB;PMDB / PTN;1;Suplente;2013-01-31 14:41:41;58491;190000017759;;1699;;680;
RJ;MAGÉ;13;Vereador;13123;JOSE RENATO DE MIRANDA ASCAR;ZE RENATO;PT;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000022672;;1699;;677;
RJ;MAGÉ;13;Vereador;20248;ELIAS REZENDE DA SILVA;ELIAS DA PAKERA;PSC;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022962;;1699;;643;
RJ;MAGÉ;13;Vereador;17822;CARLOS HENRIQUE DE MENEZES;CARLINHOS ANU;PSL;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022018;;1699;;643;
RJ;MAGÉ;13;Vereador;23614;MARCUS VINICIUS PORTELLA SILVA;MARQUINHO PORTELLA;PPS;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022033;;1699;;642;
RJ;MAGÉ;13;Vereador;10222;SERGIO MERCES VENANCIO;SERGIO VENANCIO;PRB;PRB / PSD;1;Suplente;2013-01-31 14:41:41;58491;190000026714;;1699;;633;
RJ;MAGÉ;13;Vereador;40147;ALEX DOS SANTOS SANTANA;ALEX VÔVÔ;PSB;PSB;1;Suplente;2013-01-31 14:41:41;58491;190000016464;;1699;;613;
RJ;MAGÉ;13;Vereador;70888;NILMAR PEREIRA DA SILVA;NILMAR POOL;PT do B;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014824;;1699;;606;
RJ;MAGÉ;13;Vereador;45000;JULIO CESAR CARCANHO OLIVEIRA;CESINHA;PSDB;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021169;;1699;;600;
RJ;MAGÉ;13;Vereador;36222;ISAEL DA SILVA MARQUES;ISAEL DA OFICINA;PTC;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000026869;;1699;;594;
RJ;MAGÉ;13;Vereador;20020;CONCEIÇÃO MARIA ALMEIDA BRITO DA SILVA;PASTORA CONCEIÇÃO;PSC;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022959;;1699;;570;
RJ;MAGÉ;13;Vereador;70651;VALDETE BITTENCOURT DOS SANTOS;VALDETE DO PSF;PT do B;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014832;;1699;;562;
RJ;MAGÉ;13;Vereador;13131;PAULO JOSE LOPES;PAULO JOSE;PT;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000022677;;1699;;559;
RJ;MAGÉ;13;Vereador;20234;ROMULO SOARES DOS SANTOS;ROMINHO;PSC;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022976;;1699;;545;
RJ;MAGÉ;13;Vereador;27007;PEDRO ARAUJO DOS SANTOS;PEDRO ARAUJO;PSDC;PSDC;1;Não Eleito;2013-01-31 14:41:41;58491;190000010914;;1699;;522;
RJ;MAGÉ;13;Vereador;27123;ANDERSON DOS SANTOS MEIRELES;DINDO;PSDC;PSDC;1;Não Eleito;2013-01-31 14:41:41;58491;190000010891;;1699;;511;
RJ;MAGÉ;13;Vereador;10193;MIZAEL DA CUNHA OLIVEIRA;MIZAEL BOMBEIRO;PRB;PRB / PSD;1;Suplente;2013-01-31 14:41:41;58491;190000027696;;1699;;504;
RJ;MAGÉ;13;Vereador;23707;MILLENA VIEIRA NOGUEIRA;MILLENA;PPS;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022036;;1699;;501;
RJ;MAGÉ;13;Vereador;14777;CARLOS CLAUDIONOR BARROZO;DR, BARROZO;PTB;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014805;;1699;;498;
RJ;MAGÉ;13;Vereador;15672;AGRIPINO DE SOUZA GUEDES;AGRIPINO GUEDES;PMDB;PMDB / PTN;1;Suplente;2013-01-31 14:41:41;58491;190000017761;;1699;;494;
RJ;MAGÉ;13;Vereador;13234;ELENILSON MEDEIROS BATISTA;PARÁ;PT;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000022668;;1699;;442;
RJ;MAGÉ;13;Vereador;45555;LEONARDO FREITAS BITTENCOURT;LEO FREITAS;PSDB;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021172;;1699;;416;
RJ;MAGÉ;13;Vereador;50000;MARCIO DE OLIVEIRA MARQUES;MARCIO MARQUES;PSOL;PSOL;1;Não Eleito;2013-01-31 14:41:41;58491;190000010908;;1699;;390;
RJ;MAGÉ;13;Vereador;27127;ROGERIO LOPES DE SOUZA;ROGERIO PAPEL;PSDC;PSDC;1;Não Eleito;2013-01-31 14:41:41;58491;190000010916;;1699;;390;
RJ;MAGÉ;13;Vereador;20631;EVERALDO TEIXEIRA DO NASCIMENTO;EVERALDO TEIXEIRA;PSC;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022963;;1699;;387;
RJ;MAGÉ;13;Vereador;10510;CLEITON JOSE FERREIRA DA SILVA;CLEITON MADEIRA NOBRE;PRB;PRB / PSD;1;Suplente;2013-01-31 14:41:41;58491;190000027229;;1699;;377;
RJ;MAGÉ;13;Vereador;15147;MARCIA APARECIDA DA SILVA E SILVA;MARCIA DO POVAO;PMDB;PMDB / PTN;1;Suplente;2013-01-31 14:41:41;58491;190000017776;;1699;;369;
RJ;MAGÉ;13;Vereador;11234;BRUNO AUGUSTO DUARTE LOURENÇO;BRUNO LOURENÇO;PP;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022956;;1699;;359;
RJ;MAGÉ;13;Vereador;10444;AMARO JOSÉ DO AMARAL;AMARO AMARAL;PRB;PRB / PSD;1;Suplente;2013-01-31 14:41:41;58491;190000027597;;1699;;359;
RJ;MAGÉ;13;Vereador;17111;DJALMA DE ASSIS AGUIAR;AXE DE JESUS;PSL;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022023;;1699;;358;
RJ;MAGÉ;13;Vereador;12312;HERCULES BARBOSA DORNELAS;HERCULES - O AMIGÃO;PDT;PDT;1;Não Eleito;2013-01-31 14:41:41;58491;190000005232;;1699;;356;
RJ;MAGÉ;13;Vereador;20007;EDER MORENO FIALHO;EDINHO CORREDOR;PSC;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022960;;1699;;350;
RJ;MAGÉ;13;Vereador;13777;JAYME DOS ANJOS BENEDICTA;JAIME BENE;PT;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000022669;;1699;;345;
RJ;MAGÉ;13;Vereador;19999;MARILENE FORMIGA MONTEIRO;MARILENE FORMIGA;PTN;PMDB / PTN;1;Suplente;2013-01-31 14:41:41;58491;190000017778;;1699;;343;
RJ;MAGÉ;13;Vereador;27645;RENATO ALBUQUERQUE DE OLIVEIRA;RENATO SALSICHA;PSDC;PSDC;1;Não Eleito;2013-01-31 14:41:41;58491;190000010915;;1699;;341;
RJ;MAGÉ;13;Vereador;45651;MARCELO SILVA DA ROCHA;MARCELO ROCHA;PSDB;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021173;;1699;;337;
RJ;MAGÉ;13;Vereador;40333;MARCIO SOARES DA SILVA;MARCINHO DA PIPA;PSB;PSB;1;Suplente;2013-01-31 14:41:41;58491;190000016486;;1699;;334;
RJ;MAGÉ;13;Vereador;36122;ROBERTO LUIZ OLIVEIRA MACHADO;BETO DA LAGOA;PTC;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000027010;;1699;;329;
RJ;MAGÉ;13;Vereador;23222;ROBERTO JOSE MACHADO DE OLIVEIRA;BETO DO YPIRANGA;PPS;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022041;;1699;;323;
RJ;MAGÉ;13;Vereador;10888;MAICON COSTA NASCIMENTO;MAICON NASCIMENTO;PRB;PRB / PSD;1;Suplente;2013-01-31 14:41:41;58491;190000026739;;1699;;318;
RJ;MAGÉ;13;Vereador;65123;RICARDO MACIEL CATULADEIRA MIRANDA;DR, RICARDO;PC do B;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000022678;;1699;;316;
RJ;MAGÉ;13;Vereador;27224;JOZEMIAS DA CONCEIÇÃO DOS SANTOS;JOZEMIAS;PSDC;PSDC;1;Não Eleito;2013-01-31 14:41:41;58491;190000010900;;1699;;315;
RJ;MAGÉ;13;Vereador;17615;RILMAR DA CRUZ RODRIGUES;JUNIOR DA LAGOA;PSL;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022040;;1699;;313;
RJ;MAGÉ;13;Vereador;17077;JOSE LUNA MEIRA;ZÉ DE LUNA;PSL;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022030;;1699;;304;
RJ;MAGÉ;13;Vereador;10500;MAURO CESAR MACEDO DO NASCIMENTO;MAURO NASCIMENTO;PRB;PRB / PSD;1;Suplente;2013-01-31 14:41:41;58491;190000026703;;1699;;291;
RJ;MAGÉ;13;Vereador;12345;ROGÉRIO BORGES DA ROCHA;ROGÉRIO BORGES;PDT;PDT;1;Não Eleito;2013-01-31 14:41:41;58491;190000005239;;1699;;290;
RJ;MAGÉ;13;Vereador;50088;UBIRATAN DOS SANTOS OLIVEIRA;CHUMBINHO;PSOL;PSOL;1;Não Eleito;2013-01-31 14:41:41;58491;190000010918;;1699;;282;
RJ;MAGÉ;13;Vereador;45123;MAURI VIEIRA DO NASCIMENTO;MAURI CONTADOR;PSDB;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021179;;1699;;282;
RJ;MAGÉ;13;Vereador;20321;JONAS FERREIRA DA COSTA JUNIOR;MEDEIROS JUNIOR;PSC;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022966;;1699;;281;
RJ;MAGÉ;13;Vereador;20789;JOÃO BOSCO DE SOUZA GESTAL;JOÃO BOSCO;PSC;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022969;;1699;;281;
RJ;MAGÉ;13;Vereador;10777;IZAÚ XAVIER;IZAÚ XAVIER;PRB;PRB / PSD;1;Suplente;2013-01-31 14:41:41;58491;190000026721;;1699;;280;
RJ;MAGÉ;13;Vereador;11777;ANDRÉ LUIS MATHIAS SILVA;ANDRÉ MATHIAS;PP;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022955;;1699;;268;
RJ;MAGÉ;13;Vereador;15333;MILTON LEOCADIO DE SOUZA;MIILTON DA PADARIA;PMDB;PMDB / PTN;1;Suplente;2013-01-31 14:41:41;58491;190000017780;;1699;;266;
RJ;MAGÉ;13;Vereador;12012;ADALRI NUNES VIANNA;ADALRI;PDT;PDT;1;Não Eleito;2013-01-31 14:41:41;58491;190000005222;;1699;;260;
RJ;MAGÉ;13;Vereador;12777;CARLOS HENRIQUE PATRÍCIO;TIO HENRIQUE;PDT;PDT;1;Não Eleito;2013-01-31 14:41:41;58491;190000005228;;1699;;254;
RJ;MAGÉ;13;Vereador;31456;GEORGE LUIZ DA COSTA SOARES;GEORGE BENTO;PHS;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000027163;;1699;;253;
RJ;MAGÉ;13;Vereador;15321;ADESIO BATISTA SOUZA;ADESIO VERDUREIRO;PMDB;PMDB / PTN;1;Suplente;2013-01-31 14:41:41;58491;190000017757;;1699;;249;
RJ;MAGÉ;13;Vereador;43789;ANTONIO MACHADO ALBINO;ANTONIO ALBINO;PV;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021159;;1699;;231;
RJ;MAGÉ;13;Vereador;40321;WALTER CORREA DE SOUZA;IRMÃO WALTER CORREA;PSB;PSB;1;Suplente;2013-01-31 14:41:41;58491;190000016497;;1699;;231;
RJ;MAGÉ;13;Vereador;50762;PAULO ROBERTO DUARTE;PAULINHO CARAÇA;PSOL;PSOL;1;Não Eleito;2013-01-31 14:41:41;58491;190000010912;;1699;;231;
RJ;MAGÉ;13;Vereador;14128;PAULO ROGERIO BATISTA DOS SANTOS;PAULINHO DA AMBULANCIA;PTB;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014825;;1699;;218;
RJ;MAGÉ;13;Vereador;20222;AILSON CARDOSO DE OLIVEIRA;CARDOSO;PSC;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022950;;1699;;218;
RJ;MAGÉ;13;Vereador;15601;ELIZABETH FERREIRA DAMASCENO;IRMÃ BETH;PMDB;PMDB / PTN;1;Suplente;2013-01-31 14:41:41;58491;190000017768;;1699;;211;
RJ;MAGÉ;13;Vereador;14414;FLAVIO FRANCISCO DA SILVA;FLAVINHO DA BANCA DE JORNAL;PTB;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014816;;1699;;209;
RJ;MAGÉ;13;Vereador;13100;CLAUDIO LUIZ PINTO;CLAUDIO LUIZ;PT;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000022664;;1699;;209;
RJ;MAGÉ;13;Vereador;23333;GIOVANI ELOISIO BORGES;MINEIRINHO;PPS;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022027;;1699;;203;
RJ;MAGÉ;13;Vereador;40200;ROMILDO SEIXAS NUNES;ROMILDO DO PORCO;PSB;PSB;1;Suplente;2013-01-31 14:41:41;58491;190000016493;;1699;;203;
RJ;MAGÉ;13;Vereador;14631;DANIEL DA SILVA CRUZ;DANIEL PEIXEIRO;PTB;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014812;;1699;;197;
RJ;MAGÉ;13;Vereador;40441;JORGE BARRETO ALVES;JORJÃO BARRETO;PSB;PSB;1;Suplente;2013-01-31 14:41:41;58491;190000016480;;1699;;197;
RJ;MAGÉ;13;Vereador;15631;FERNANDO LEANDRO DE OLIVEIRA DOS SANTOS;LEANDRO;PMDB;PMDB / PTN;1;Suplente;2013-01-31 14:41:41;58491;190000017769;;1699;;190;
RJ;MAGÉ;13;Vereador;70013;ANTONIO EDUARDO TEIXEIRA CARNEIRO;TOTONHO;PT do B;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014804;;1699;;187;
RJ;MAGÉ;13;Vereador;45647;MIRELLE SIQUEIRA DE ALCANTARA;MIRELLE;PSDB;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021180;;1699;;186;
RJ;MAGÉ;13;Vereador;36151;FABIANO FERNANDES BENEVENUTO;BIANO;PTC;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000026857;;1699;;184;
RJ;MAGÉ;13;Vereador;20105;MARCELO JACOB DE AGUIAR;MARCELO DO KIM;PSC;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022971;;1699;;180;
RJ;MAGÉ;13;Vereador;23444;SANTORO ESCOSSIA DA VEIGA;PASTOR SANTORO;PPS;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022042;;1699;;172;
RJ;MAGÉ;13;Vereador;31031;MANOEL JORGE DE MELLO;JORJÃO;PHS;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000027170;;1699;;170;
RJ;MAGÉ;13;Vereador;12245;SELMA DE ALMEIDA MENEZES PASSOS;SELMINHA MENEZES;PDT;PDT;1;Não Eleito;2013-01-31 14:41:41;58491;190000005241;;1699;;168;
RJ;MAGÉ;13;Vereador;50555;OCTACIANO GOMES RAMOS;PIANO;PSOL;PSOL;1;Não Eleito;2013-01-31 14:41:41;58491;190000010911;;1699;;167;
RJ;MAGÉ;13;Vereador;13888;EDSON HONORIO CAMPOS DE SOUZA;EDINHO DO PT;PT;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000022667;;1699;;165;
RJ;MAGÉ;13;Vereador;40345;MARCELLO MOREIRA DE SOUZA;MARCELLO MOREIRA;PSB;PSB;1;Suplente;2013-01-31 14:41:41;58491;190000016485;;1699;;164;
RJ;MAGÉ;13;Vereador;70036;VAGNER VIANA CABRAL;VAGUINHO DA FUNERARIA;PT do B;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014831;;1699;;163;
RJ;MAGÉ;13;Vereador;20334;TELMA JUSSARA DUTRA DO VALLE URGAL;TELMA DO VALLE;PSC;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022978;;1699;;159;
RJ;MAGÉ;13;Vereador;15556;LUIZ CARLOS PEREIRA PINTO;PEBA;PMDB;PMDB / PTN;1;Suplente;2013-01-31 14:41:41;58491;190000017775;;1699;;151;
RJ;MAGÉ;13;Vereador;50999;VLAMIR GOULART DA SILVEIRA;DR, VLAMIR;PSOL;PSOL;1;Não Eleito;2013-01-31 14:41:41;58491;190000010919;;1699;;141;
RJ;MAGÉ;13;Vereador;17888;ENOQUE BENTO DA CRUZ;ENOQUE DA AMBULÂNCIA;PSL;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022026;;1699;;140;
RJ;MAGÉ;13;Vereador;23023;ANTONIO CARLOS OFREDI;CALÇÃO;PPS;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022017;;1699;;139;
RJ;MAGÉ;13;Vereador;20345;JARDEL LUIZ DE SOUZA CRUZ;JARDEL DO BECO;PSC;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022965;;1699;;139;
RJ;MAGÉ;13;Vereador;45444;FRANCISCO HAUBRICH FILHO;HAUBRICH;PSDB;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021165;;1699;;138;
RJ;MAGÉ;13;Vereador;12123;WALTER BARBOSA SANT ANNA;WALTER - ADVOGADO;PDT;PDT;1;Não Eleito;2013-01-31 14:41:41;58491;190000005243;;1699;;138;
RJ;MAGÉ;13;Vereador;40011;NICOLAU FERNANDO NISTA;FERNANDO DA BIA FESTAS;PSB;PSB;1;Suplente;2013-01-31 14:41:41;58491;190000016490;;1699;;137;
RJ;MAGÉ;13;Vereador;70007;MAURICIO DE AQUINO;MAURICIO DA GRAFICA;PT do B;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014823;;1699;;136;
RJ;MAGÉ;13;Vereador;27233;JOÃO MEDEIROS ROSA;JOÃO POMPEU;PSDC;PSDC;1;Não Eleito;2013-01-31 14:41:41;58491;190000010901;;1699;;132;
RJ;MAGÉ;13;Vereador;17147;WANDMIR DE CARVALHO CADENA;MIMI CADENA;PSL;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022045;;1699;;132;
RJ;MAGÉ;13;Vereador;65377;EBENEZER CANDIDO DOS SANTOS;EBENEZER;PC do B;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000022666;;1699;;131;
RJ;MAGÉ;13;Vereador;23456;JOSE JESUS VINHAS VALE;JESUS VALE;PPS;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022029;;1699;;129;
RJ;MAGÉ;13;Vereador;17334;DAMIÃO BEZERRA DA ROCHA;DUNORTE;PSL;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022019;;1699;;128;
RJ;MAGÉ;13;Vereador;45007;CARLOS AUGUSTO GONÇALVES GOMES;CARLOS DA COOPERMAGE;PSDB;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021160;;1699;;124;
RJ;MAGÉ;13;Vereador;12111;OLIVETE DA SILVA SOARES;DADÁ DO NAZARENO;PDT;PDT;1;Não Eleito;2013-01-31 14:41:41;58491;190000005236;;1699;;120;
RJ;MAGÉ;13;Vereador;13033;ROSE MARY VIEIRA GUEDES;DONA ROSA;PT;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000022679;;1699;;117;
RJ;MAGÉ;13;Vereador;45133;RODRIGO SOLIVA JAHARA;RODRIGO JAHARA;PSDB;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021181;;1699;;117;
RJ;MAGÉ;13;Vereador;40653;IVAN LOURENÇO BRAGA;DR IVAN BRAGA;PSB;PSB;1;Suplente;2013-01-31 14:41:41;58491;190000028232;;1699;;116;
RJ;MAGÉ;13;Vereador;65633;PAULO CESAR GOMES VIEIRA;PAULINHO;PC do B;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000022676;;1699;;116;
RJ;MAGÉ;13;Vereador;12222;DENER MANOEL PEREIRA BARBOSA;RANCHO BOMBEIRO;PDT;PDT;1;Não Eleito;2013-01-31 14:41:41;58491;190000005230;;1699;;114;
RJ;MAGÉ;13;Vereador;43387;JULIO CESAR FREITAS GUIMARAES;JULIO MOTORISTA;PV;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021170;;1699;;114;
RJ;MAGÉ;13;Vereador;23231;MILTON MASCARENHAS FILHO;MILTON MASCARENHAS;PPS;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022037;;1699;;113;
RJ;MAGÉ;13;Vereador;11633;CARLOS JOSE DA SILVA OLIVEIRA;CARLOS JOSÉ;PP;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022958;;1699;;112;
RJ;MAGÉ;13;Vereador;14555;LUIZ CARLOS SIQUEIRA PEREIRA;CARLOS SIQUEIRA;PTB;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014821;;1699;;111;
RJ;MAGÉ;13;Vereador;11123;MARIA JOCINEA DIAS PEREIRA CARDOSO;MARIA JOCINEA GUERREIRA;PP;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022973;;1699;;111;
RJ;MAGÉ;13;Vereador;70777;LEONILDO FERREIRA DE LIMA;LEO DE NOVA MARILIA;PT do B;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014820;;1699;;110;
RJ;MAGÉ;13;Vereador;36123;LUIZ CARLOS DA CONCEIÇAO DE SOUZA;LUIZ CARLOS;PTC;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000026793;;1699;;108;
RJ;MAGÉ;13;Vereador;50111;JOSÉ CLAUDIO DE LIMA;CLAUDIO KATYAKA;PSOL;PSOL;1;Não Eleito;2013-01-31 14:41:41;58491;190000010899;;1699;;108;
RJ;MAGÉ;13;Vereador;10223;PAULO CESAR DE SOUZA RODRIGUES;PAULO TEREZZO;PRB;PRB / PSD;1;Suplente;2013-01-31 14:41:41;58491;190000017256;;1699;;103;
RJ;MAGÉ;13;Vereador;31021;ILDECIO MARTINS DA SILVA;DECIO MARTINS;PHS;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000027187;;1699;;103;
RJ;MAGÉ;13;Vereador;15888;ELIANE ALVES GIMENES;ELIANE GIMENES;PMDB;PMDB / PTN;1;Suplente;2013-01-31 14:41:41;58491;190000017766;;1699;;101;
RJ;MAGÉ;13;Vereador;14699;ADELINO DINIZ DE OLIVEIRA NETO;ADELININHO;PTB;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014803;;1699;;101;
RJ;MAGÉ;13;Vereador;14124;CARLOS OTAVIO FRANCO DE ABREU;CARLÃO BALANÇA;PTB;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014806;;1699;;99;
RJ;MAGÉ;13;Vereador;23223;VERA LUCIA VIEIRA NUNES;VERA DO CAMPINHO;PPS;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000028033;;1699;;98;
RJ;MAGÉ;13;Vereador;13077;ROSEMAR DE SOUZA SOARES;TIA ROSE;PT;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000022680;;1699;;98;
RJ;MAGÉ;13;Vereador;43456;JOSE RUBENS PEREIRA BARBOSA;PROFESSOR JOSE RUBENS;PV;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000021168;;1699;;91;
RJ;MAGÉ;13;Vereador;15611;JOSE CARLOS DE FREITAS;ZE CARLOS TIOZINHO;PMDB;PMDB / PTN;1;Suplente;2013-01-31 14:41:41;58491;190000017773;;1699;;90;
RJ;MAGÉ;13;Vereador;31123;ADILSON DOS SANTOS GACHET;ADILSON GACHET;PHS;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000027177;;1699;;90;
RJ;MAGÉ;13;Vereador;17963;SIRLENE ROSA DE BONA;DRª SIRLENE;PSL;PSL / PPS / DEM;1;Suplente;2013-01-31 14:41:41;58491;190000022043;;1699;;89;
RJ;MAGÉ;13;Vereador;70618;ELIANDRE JOSE BOMGOSTO;MAESTRO BOMGOSTO;PT do B;PTB / PT do B;1;Suplente;2013-01-31 14:41:41;58491;190000014814;;1699;;88;
RJ;MAGÉ;13;Vereador;50060;WILSON FERNANDES PEREIRA;WILSON DO SACOLÃO SURUÍ;PSOL;PSOL;1;Não Eleito;2013-01-31 14:41:41;58491;190000010920;;1699;;83;
RJ;MAGÉ;13;Vereador;19123;JORGE JOSE DA SILVA LOPES;JORGE LOPES;PTN;PMDB / PTN;1;Suplente;2013-01-31 14:41:41;58491;190000017772;;1699;;80;
RJ;MAGÉ;13;Vereador;20145;MARCIANE DA SILVA ANDRADE;MARCIA ANDRADE;PSC;PP / PSC;1;Suplente;2013-01-31 14:41:41;58491;190000022972;;1699;;77;
RJ;MAGÉ;13;Vereador;40111;CELSO PAULO DE ABREU;CELSO ENGORDA MARIDO;PSB;PSB;1;Suplente;2013-01-31 14:41:41;58491;190000016472;;1699;;74;
RJ;MAGÉ;13;Vereador;31100;PAULO PORTELLA SILVA;PAULO SILVA;PHS;PHS / PV / PSDB;1;Suplente;2013-01-31 14:41:41;58491;190000027194;;1699;;73;
RJ;MAGÉ;13;Vereador;13130;BEATRIZ DA SILVA GOMES;BIA MAUÁ;PT;PT / PTC / PC do B;1;Suplente;2013-01-31 14:41:41;58491;190000022663;;1699;;73;
